rank,CpG_index,importance,importance_scaled
2270,642363,176.243,1.61528e-05
2271,622325,176.2427,1.615278e-05
2272,764069,176.2414,1.615266e-05
2273,487315,176.2312,1.615173e-05
2274,596744,176.2172,1.615045e-05
2275,841219,176.213,1.615006e-05
2276,725292,176.1903,1.614797e-05
2277,187805,176.1852,1.614751e-05
2278,52297,176.177,1.614676e-05
2279,861816,176.1723,1.614633e-05
2280,547177,176.128,1.614226e-05
2281,465384,176.1187,1.614141e-05
2282,388505,176.1151,1.614109e-05
2283,294559,176.1147,1.614105e-05
2284,652386,176.1135,1.614094e-05
2285,313376,176.1131,1.61409e-05
2286,456626,176.1096,1.614058e-05
2287,647632,176.1062,1.614027e-05
2288,420197,176.0913,1.613891e-05
2289,515682,176.0397,1.613417e-05
2290,568837,176.0212,1.613248e-05
2291,635086,176.0029,1.61308e-05
2292,505835,176.0011,1.613064e-05
2293,751530,175.9732,1.612808e-05
2294,156552,175.9602,1.612689e-05
2295,315266,175.953,1.612623e-05
2296,373597,175.9507,1.612602e-05
2297,591677,175.9431,1.612532e-05
2298,158417,175.9371,1.612477e-05
2299,404346,175.9355,1.612462e-05
2300,424044,175.9289,1.612402e-05
2301,733999,175.9208,1.612328e-05
2302,248253,175.9187,1.612308e-05
2303,728759,175.9147,1.612272e-05
2304,721566,175.9122,1.612249e-05
2305,346625,175.9056,1.612189e-05
2306,414595,175.8988,1.612126e-05
2307,238552,175.8912,1.612057e-05
2308,560482,175.8909,1.612053e-05
2309,31941,175.8867,1.612016e-05
2310,204215,175.8844,1.611995e-05
2311,768469,175.875,1.611908e-05
2312,233625,175.8742,1.6119e-05
2313,549077,175.8708,1.61187e-05
2314,401940,175.8642,1.611809e-05
2315,281234,175.8588,1.611759e-05
2316,437551,175.8502,1.611681e-05
2317,773946,175.8338,1.61153e-05
2318,466638,175.8299,1.611494e-05
2319,746777,175.8136,1.611345e-05
2320,257365,175.805,1.611267e-05
2321,215602,175.7965,1.611189e-05
2322,581501,175.7829,1.611063e-05
2323,288553,175.7772,1.611011e-05
2324,807864,175.7688,1.610935e-05
2325,424763,175.7646,1.610896e-05
2326,456446,175.76,1.610854e-05
2327,606834,175.7552,1.61081e-05
2328,707692,175.7545,1.610803e-05
2329,423134,175.74,1.610671e-05
2330,855855,175.7372,1.610645e-05
2331,753683,175.736,1.610634e-05
2332,734915,175.725,1.610534e-05
2333,279955,175.7072,1.61037e-05
2334,742879,175.6883,1.610197e-05
2335,467337,175.6758,1.610083e-05
2336,612587,175.6711,1.61004e-05
2337,560527,175.6326,1.609687e-05
2338,264098,175.6224,1.609593e-05
2339,135875,175.6215,1.609585e-05
2340,436376,175.6154,1.609529e-05
2341,333414,175.6145,1.609521e-05
2342,366263,175.609,1.60947e-05
2343,722142,175.6066,1.609448e-05
2344,758482,175.6062,1.609445e-05
2345,737262,175.606,1.609443e-05
2346,542491,175.6,1.609388e-05
2347,628199,175.5994,1.609383e-05
2348,424072,175.5964,1.609355e-05
2349,627707,175.5752,1.60916e-05
2350,168240,175.5743,1.609152e-05
2351,691088,175.5725,1.609136e-05
2352,284880,175.5563,1.608987e-05
2353,590275,175.5473,1.608904e-05
2354,368786,175.5397,1.608835e-05
2355,576945,175.5295,1.608741e-05
2356,830195,175.5141,1.608601e-05
2357,503340,175.5096,1.608559e-05
2358,397852,175.5035,1.608503e-05
2359,396318,175.5002,1.608473e-05
2360,546091,175.49,1.60838e-05
2361,384545,175.4637,1.608138e-05
2362,145061,175.4504,1.608017e-05
2363,496484,175.4464,1.60798e-05
2364,504801,175.4352,1.607877e-05
2365,187674,175.4235,1.60777e-05
2366,717134,175.4208,1.607745e-05
2367,306550,175.3883,1.607447e-05
2368,393555,175.378,1.607353e-05
2369,226582,175.3711,1.607289e-05
2370,320966,175.3703,1.607283e-05
2371,773458,175.3477,1.607075e-05
2372,618966,175.3362,1.60697e-05
2373,794287,175.3239,1.606858e-05
2374,152116,175.2991,1.60663e-05
2375,502767,175.2982,1.606622e-05
2376,536386,175.2808,1.606463e-05
2377,1147,175.2658,1.606325e-05
2378,851446,175.2605,1.606276e-05
2379,571029,175.257,1.606244e-05
2380,742929,175.2551,1.606227e-05
2381,547090,175.2541,1.606218e-05
2382,811892,175.244,1.606125e-05
2383,650037,175.2381,1.606071e-05
2384,224820,175.224,1.605941e-05
2385,518571,175.2189,1.605895e-05
2386,596356,175.2093,1.605807e-05
2387,381134,175.1732,1.605476e-05
2388,682592,175.1687,1.605435e-05
2389,389562,175.1622,1.605375e-05
2390,343554,175.1488,1.605252e-05
2391,62835,175.1477,1.605242e-05
2392,791219,175.1303,1.605083e-05
2393,170005,175.1213,1.605e-05
2394,661472,175.0974,1.604781e-05
2395,741993,175.0966,1.604774e-05
2396,88755,175.0552,1.604394e-05
2397,613526,175.0513,1.604358e-05
2398,564292,175.0419,1.604273e-05
2399,852311,175.0316,1.604179e-05
2400,796098,175.0217,1.604088e-05
2401,291235,175.0157,1.604033e-05
2402,359174,175.0012,1.6039e-05
2403,802658,174.9921,1.603816e-05
2404,576546,174.9866,1.603765e-05
2405,59346,174.9833,1.603736e-05
2406,614528,174.9744,1.603654e-05
2407,274786,174.9704,1.603617e-05
2408,748000,174.9562,1.603487e-05
2409,92667,174.9451,1.603386e-05
2410,370947,174.9405,1.603343e-05
2411,768560,174.9354,1.603297e-05
2412,614945,174.9324,1.603269e-05
2413,154652,174.9254,1.603205e-05
2414,733638,174.91,1.603064e-05
2415,91687,174.8989,1.602962e-05
2416,801355,174.8904,1.602884e-05
2417,706196,174.845,1.602468e-05
2418,74926,174.8353,1.602379e-05
2419,571632,174.834,1.602368e-05
2420,347505,174.8082,1.602131e-05
2421,140195,174.8057,1.602108e-05
2422,670922,174.7992,1.602049e-05
2423,852991,174.7982,1.602039e-05
2424,665212,174.7919,1.601982e-05
2425,493278,174.7817,1.601888e-05
2426,294861,174.7805,1.601876e-05
2427,232471,174.7702,1.601783e-05
2428,464216,174.7568,1.60166e-05
2429,840527,174.7368,1.601476e-05
2430,251632,174.7356,1.601466e-05
2431,843575,174.7262,1.601379e-05
2432,98827,174.719,1.601313e-05
2433,624598,174.6931,1.601076e-05
2434,698754,174.6919,1.601065e-05
2435,261500,174.6796,1.600952e-05
2436,69088,174.6739,1.6009e-05
2437,610184,174.6664,1.600831e-05
2438,477406,174.6556,1.600733e-05
2439,365231,174.6448,1.600633e-05
2440,516541,174.6367,1.600559e-05
2441,150889,174.6224,1.600427e-05
2442,756417,174.6219,1.600423e-05
2443,3169,174.6081,1.600297e-05
2444,806366,174.6028,1.600249e-05
2445,343019,174.5878,1.600111e-05
2446,459147,174.5779,1.60002e-05
2447,407377,174.5669,1.599919e-05
2448,701978,174.5662,1.599913e-05
2449,250421,174.5611,1.599866e-05
2450,507972,174.5442,1.599712e-05
2451,484905,174.5387,1.599661e-05
2452,764901,174.5256,1.599541e-05
2453,169832,174.5105,1.599402e-05
2454,857078,174.507,1.59937e-05
2455,825652,174.5054,1.599355e-05
2456,433973,174.4838,1.599158e-05
2457,729956,174.4807,1.599129e-05
2458,607282,174.4783,1.599107e-05
2459,275864,174.4754,1.59908e-05
2460,657248,174.4629,1.598966e-05
2461,693454,174.4604,1.598943e-05
2462,817341,174.4537,1.598882e-05
2463,693080,174.4537,1.598881e-05
2464,812375,174.4512,1.598859e-05
2465,638899,174.4508,1.598855e-05
2466,845162,174.4467,1.598818e-05
2467,385951,174.4357,1.598717e-05
2468,603027,174.4347,1.598708e-05
2469,416166,174.4269,1.598636e-05
2470,246124,174.4257,1.598625e-05
2471,337385,174.4172,1.598547e-05
2472,839105,174.4166,1.598542e-05
2473,326690,174.3949,1.598343e-05
2474,133770,174.3873,1.598274e-05
2475,285693,174.3872,1.598272e-05
2476,298547,174.3832,1.598236e-05
2477,564372,174.362,1.598041e-05
2478,722720,174.3553,1.59798e-05
2479,838680,174.3468,1.597902e-05
2480,223983,174.3466,1.597901e-05
2481,680507,174.3431,1.597868e-05
2482,764955,174.332,1.597766e-05
2483,508026,174.3032,1.597502e-05
2484,522367,174.3032,1.597502e-05
2485,817082,174.2851,1.597337e-05
2486,789091,174.2554,1.597064e-05
2487,351330,174.2553,1.597063e-05
2488,51364,174.2537,1.597049e-05
2489,583959,174.2165,1.596708e-05
2490,486651,174.2111,1.596659e-05
2491,250311,174.205,1.596602e-05
2492,350204,174.2045,1.596598e-05
2493,799138,174.1783,1.596357e-05
2494,806208,174.177,1.596346e-05
2495,192019,174.16,1.59619e-05
2496,454403,174.1596,1.596186e-05
2497,750951,174.1508,1.596106e-05
2498,195422,174.1467,1.596068e-05
2499,793215,174.1368,1.595978e-05
2500,90093,174.1355,1.595965e-05
2501,595153,174.1312,1.595926e-05
2502,99272,174.124,1.59586e-05
2503,862497,174.1159,1.595786e-05
2504,550364,174.1,1.59564e-05
2505,696239,174.0929,1.595575e-05
2506,677505,174.0839,1.595493e-05
2507,450369,174.0811,1.595467e-05
2508,645750,174.0776,1.595435e-05
2509,769557,174.0701,1.595366e-05
2510,51796,174.0681,1.595348e-05
2511,453405,174.0507,1.595189e-05
2512,436733,174.0494,1.595176e-05
2513,361210,174.0387,1.595079e-05
2514,261765,174.013,1.594843e-05
2515,384380,174.0089,1.594805e-05
2516,718450,174.0077,1.594794e-05
2517,727209,174.0041,1.594761e-05
2518,173028,173.9995,1.594719e-05
2519,17908,173.9918,1.594648e-05
2520,232864,173.9757,1.594501e-05
2521,462715,173.9745,1.59449e-05
2522,850336,173.9537,1.594299e-05
2523,637989,173.9528,1.594291e-05
2524,483850,173.9131,1.593927e-05
2525,410761,173.904,1.593843e-05
2526,666131,173.9,1.593807e-05
2527,395188,173.8995,1.593802e-05
2528,165661,173.8925,1.593738e-05
2529,503562,173.8889,1.593706e-05
2530,195098,173.8821,1.593643e-05
2531,821850,173.8821,1.593643e-05
2532,625482,173.8633,1.59347e-05
2533,636663,173.8459,1.593311e-05
2534,224441,173.8382,1.59324e-05
2535,53850,173.8277,1.593145e-05
2536,458912,173.8261,1.59313e-05
2537,729603,173.8191,1.593065e-05
2538,96538,173.8057,1.592943e-05
2539,148752,173.8004,1.592894e-05
2540,242270,173.7953,1.592847e-05
2541,640828,173.7871,1.592773e-05
2542,247469,173.7822,1.592728e-05
2543,761440,173.7655,1.592574e-05
2544,110338,173.756,1.592488e-05
2545,453916,173.7521,1.592451e-05
2546,507966,173.7448,1.592384e-05
2547,676900,173.7442,1.592379e-05
2548,589825,173.7364,1.592308e-05
2549,629599,173.7358,1.592302e-05
2550,386219,173.7215,1.592171e-05
2551,316783,173.7166,1.592127e-05
2552,519361,173.7158,1.592119e-05
2553,349178,173.7109,1.592074e-05
2554,552523,173.703,1.592002e-05
2555,700064,173.7023,1.591995e-05
2556,354096,173.6895,1.591878e-05
2557,309733,173.688,1.591864e-05
2558,214524,173.6798,1.591789e-05
2559,216922,173.6749,1.591744e-05
2560,515422,173.6579,1.591588e-05
2561,738218,173.6481,1.591499e-05
2562,744159,173.6459,1.591479e-05
2563,414897,173.6288,1.591322e-05
2564,623740,173.6222,1.591261e-05
2565,774029,173.6047,1.591101e-05
2566,300424,173.5961,1.591022e-05
2567,230449,173.575,1.590828e-05
2568,826971,173.5712,1.590794e-05
2569,184951,173.5598,1.590689e-05
2570,697779,173.5483,1.590584e-05
2571,24670,173.5408,1.590515e-05
2572,628262,173.5405,1.590513e-05
2573,311385,173.5361,1.590472e-05
2574,781097,173.5329,1.590443e-05
2575,661271,173.5287,1.590404e-05
2576,347800,173.5256,1.590376e-05
2577,406807,173.5227,1.590349e-05
2578,767155,173.5002,1.590143e-05
2579,826109,173.4997,1.590138e-05
2580,645341,173.4794,1.589952e-05
2581,808932,173.4661,1.589831e-05
2582,597882,173.452,1.589701e-05
2583,738134,173.4408,1.589598e-05
2584,342911,173.4359,1.589553e-05
2585,149903,173.4257,1.58946e-05
2586,238389,173.394,1.58917e-05
2587,79777,173.3928,1.589159e-05
2588,371008,173.3727,1.588974e-05
2589,848257,173.3683,1.588934e-05
2590,822796,173.3653,1.588906e-05
2591,92949,173.3651,1.588904e-05
2592,642631,173.3598,1.588856e-05
2593,200635,173.3541,1.588804e-05
2594,476867,173.3508,1.588773e-05
2595,672182,173.3463,1.588732e-05
2596,833461,173.3451,1.588722e-05
2597,407920,173.3264,1.58855e-05
2598,565288,173.3149,1.588445e-05
2599,322882,173.303,1.588336e-05
2600,641279,173.2947,1.58826e-05
2601,436928,173.2882,1.588199e-05
2602,577237,173.2789,1.588115e-05
2603,431945,173.2783,1.588109e-05
2604,228073,173.2754,1.588083e-05
2605,176189,173.2672,1.588007e-05
2606,472799,173.2413,1.58777e-05
2607,620993,173.2047,1.587435e-05
2608,457567,173.1933,1.58733e-05
2609,601346,173.1893,1.587294e-05
2610,521052,173.1859,1.587262e-05
2611,669336,173.1807,1.587215e-05
2612,89494,173.1704,1.58712e-05
2613,504696,173.1682,1.5871e-05
2614,819766,173.1676,1.587094e-05
2615,604733,173.1637,1.587059e-05
2616,250681,173.1588,1.587014e-05
2617,748137,173.1416,1.586856e-05
2618,860367,173.138,1.586823e-05
2619,710432,173.1287,1.586738e-05
2620,200773,173.1159,1.58662e-05
2621,107333,173.0935,1.586416e-05
2622,248632,173.093,1.586411e-05
2623,751039,173.0878,1.586364e-05
2624,459692,173.0782,1.586275e-05
2625,158087,173.0719,1.586217e-05
2626,763679,173.0476,1.585995e-05
2627,847922,173.0436,1.585958e-05
2628,555252,173.0433,1.585956e-05
2629,149712,173.034,1.58587e-05
2630,240955,173.029,1.585824e-05
2631,352591,173.0272,1.585808e-05
2632,666221,173.0265,1.585802e-05
2633,614891,173.0158,1.585703e-05
2634,284909,173.0122,1.58567e-05
2635,533510,172.9992,1.585551e-05
2636,789994,172.9606,1.585198e-05
2637,849495,172.9433,1.585039e-05
2638,743392,172.93,1.584917e-05
2639,770364,172.9134,1.584765e-05
2640,215327,172.9061,1.584698e-05
2641,365649,172.8892,1.584543e-05
2642,862460,172.886,1.584514e-05
2643,840155,172.8822,1.584478e-05
2644,320250,172.8765,1.584427e-05
2645,303887,172.8593,1.584269e-05
2646,475277,172.8576,1.584253e-05
2647,842037,172.8521,1.584203e-05
2648,622803,172.8515,1.584198e-05
2649,108047,172.8179,1.58389e-05
2650,550449,172.814,1.583854e-05
2651,638888,172.8091,1.583809e-05
2652,633521,172.8073,1.583792e-05
2653,392221,172.8063,1.583783e-05
2654,392659,172.7926,1.583658e-05
2655,865480,172.7916,1.583649e-05
2656,289353,172.7836,1.583575e-05
2657,119010,172.7764,1.583509e-05
2658,147671,172.774,1.583487e-05
2659,490422,172.7726,1.583475e-05
2660,608981,172.7607,1.583365e-05
2661,700200,172.757,1.583332e-05
2662,380084,172.7339,1.583119e-05
2663,686120,172.7326,1.583108e-05
2664,838277,172.7208,1.583e-05
2665,523908,172.7064,1.582867e-05
2666,524436,172.7027,1.582833e-05
2667,817505,172.7005,1.582813e-05
2668,423763,172.6973,1.582784e-05
2669,371033,172.6835,1.582657e-05
2670,343417,172.6778,1.582606e-05
2671,779731,172.6751,1.582581e-05
2672,680247,172.6737,1.582568e-05
2673,489878,172.6663,1.5825e-05
2674,750006,172.6623,1.582463e-05
2675,855409,172.6599,1.582441e-05
2676,185119,172.6546,1.582393e-05
2677,150980,172.6532,1.58238e-05
2678,382377,172.6407,1.582265e-05
2679,510791,172.6394,1.582254e-05
2680,283630,172.6389,1.582248e-05
2681,403298,172.6245,1.582117e-05
2682,800133,172.6227,1.582101e-05
2683,721941,172.618,1.582057e-05
2684,827891,172.6024,1.581915e-05
2685,531354,172.5982,1.581876e-05
2686,514186,172.5951,1.581847e-05
2687,657459,172.5881,1.581783e-05
2688,306870,172.5832,1.581739e-05
2689,64119,172.5809,1.581717e-05
2690,756407,172.5499,1.581433e-05
2691,104330,172.5288,1.58124e-05
2692,323373,172.5197,1.581157e-05
2693,292954,172.5095,1.581063e-05
2694,443186,172.4975,1.580953e-05
2695,157939,172.4872,1.580858e-05
2696,284244,172.487,1.580857e-05
2697,589193,172.4819,1.58081e-05
2698,518969,172.4811,1.580803e-05
2699,755548,172.4673,1.580676e-05
2700,765348,172.4659,1.580663e-05
2701,534011,172.4611,1.580619e-05
2702,720171,172.4585,1.580596e-05
2703,251182,172.4526,1.580542e-05
2704,619908,172.4519,1.580535e-05
2705,641537,172.451,1.580527e-05
2706,61866,172.449,1.580508e-05
2707,448592,172.449,1.580508e-05
2708,726141,172.4285,1.580321e-05
2709,542144,172.4232,1.580272e-05
2710,148386,172.4195,1.580238e-05
2711,196543,172.4081,1.580134e-05
2712,611384,172.3976,1.580037e-05
2713,667242,172.3855,1.579927e-05
2714,638890,172.3851,1.579923e-05
2715,567871,172.3766,1.579845e-05
2716,54914,172.3751,1.579831e-05
2717,311288,172.3717,1.5798e-05
2718,698363,172.3708,1.579792e-05
2719,195543,172.3698,1.579783e-05
2720,768918,172.346,1.579565e-05
2721,845021,172.3438,1.579544e-05
2722,244836,172.3372,1.579484e-05
2723,253563,172.3254,1.579376e-05
2724,320808,172.3157,1.579287e-05
2725,685264,172.311,1.579244e-05
2726,525311,172.2901,1.579053e-05
2727,54332,172.2863,1.579018e-05
2728,163833,172.2795,1.578955e-05
2729,113708,172.2524,1.578707e-05
2730,320535,172.2457,1.578645e-05
2731,664143,172.2429,1.578619e-05
2732,421727,172.2284,1.578486e-05
2733,157048,172.199,1.578217e-05
2734,257572,172.1968,1.578197e-05
2735,402791,172.184,1.57808e-05
2736,584235,172.1674,1.577927e-05
2737,174276,172.1599,1.577859e-05
2738,810372,172.1414,1.57769e-05
2739,233535,172.1409,1.577685e-05
2740,365202,172.1186,1.57748e-05
2741,685243,172.0975,1.577287e-05
2742,349971,172.0889,1.577208e-05
2743,474579,172.0857,1.577179e-05
2744,499984,172.0707,1.577041e-05
2745,253242,172.0687,1.577023e-05
2746,173311,172.058,1.576925e-05
2747,597823,172.0545,1.576893e-05
2748,234657,172.0524,1.576874e-05
2749,602466,172.0518,1.576868e-05
2750,820063,172.0257,1.576629e-05
2751,586533,172.016,1.57654e-05
2752,316431,171.9954,1.576351e-05
2753,758385,171.9901,1.576302e-05
2754,582767,171.9736,1.576151e-05
2755,839810,171.9704,1.576122e-05
2756,131945,171.9657,1.576079e-05
2757,222655,171.9642,1.576065e-05
2758,608855,171.9606,1.576032e-05
2759,592066,171.9559,1.575989e-05
2760,531708,171.9523,1.575956e-05
2761,143585,171.9394,1.575838e-05
2762,331105,171.9328,1.575778e-05
2763,650122,171.9245,1.575702e-05
2764,835885,171.921,1.575669e-05
2765,136676,171.8999,1.575476e-05
2766,503048,171.8892,1.575378e-05
2767,636863,171.888,1.575367e-05
2768,865084,171.8872,1.575359e-05
2769,306385,171.8805,1.575298e-05
2770,457072,171.8758,1.575255e-05
2771,64128,171.8755,1.575252e-05
2772,195398,171.8739,1.575238e-05
2773,598507,171.873,1.575229e-05
2774,161216,171.8674,1.575178e-05
2775,208252,171.8665,1.57517e-05
2776,282008,171.8514,1.575032e-05
2777,379166,171.8466,1.574988e-05
2778,154470,171.8436,1.57496e-05
2779,703885,171.8342,1.574874e-05
2780,759024,171.833,1.574863e-05
2781,748382,171.8327,1.57486e-05
2782,211526,171.8294,1.57483e-05
2783,611752,171.8026,1.574584e-05
2784,469489,171.7939,1.574505e-05
2785,423589,171.7937,1.574503e-05
2786,278819,171.7715,1.574299e-05
2787,22832,171.7665,1.574253e-05
2788,834556,171.7605,1.574198e-05
2789,241190,171.7515,1.574116e-05
2790,614777,171.7321,1.573938e-05
2791,142289,171.7201,1.573828e-05
2792,242033,171.7164,1.573795e-05
2793,294446,171.7158,1.573789e-05
2794,246872,171.7051,1.57369e-05
2795,262406,171.7022,1.573664e-05
2796,18323,171.7015,1.573658e-05
2797,246354,171.6928,1.573578e-05
2798,452428,171.691,1.573562e-05
2799,576237,171.6882,1.573536e-05
2800,185795,171.6774,1.573436e-05
2801,439142,171.6734,1.5734e-05
2802,629667,171.6629,1.573304e-05
2803,110059,171.66,1.573278e-05
2804,395888,171.6562,1.573243e-05
2805,277000,171.6542,1.573224e-05
2806,203029,171.6481,1.573168e-05
2807,285097,171.6467,1.573155e-05
2808,251945,171.6456,1.573146e-05
2809,477393,171.6383,1.573079e-05
2810,129389,171.6376,1.573072e-05
2811,643834,171.6217,1.572927e-05
2812,394437,171.6095,1.572815e-05
2813,217498,171.6083,1.572803e-05
2814,801917,171.6027,1.572752e-05
2815,816268,171.6011,1.572737e-05
2816,141556,171.5995,1.572723e-05
2817,698976,171.587,1.572608e-05
2818,341012,171.5648,1.572405e-05
2819,816932,171.5459,1.572231e-05
2820,724429,171.5451,1.572224e-05
2821,717100,171.5301,1.572087e-05
2822,841338,171.504,1.571847e-05
2823,589753,171.4998,1.571809e-05
2824,210675,171.4935,1.571751e-05
2825,277939,171.493,1.571747e-05
2826,650082,171.4835,1.57166e-05
2827,702133,171.4675,1.571513e-05
2828,513043,171.4673,1.571511e-05
2829,809782,171.4629,1.571471e-05
2830,256349,171.449,1.571343e-05
2831,734979,171.4476,1.571331e-05
2832,282853,171.4396,1.571257e-05
2833,823861,171.4353,1.571218e-05
2834,121871,171.4288,1.571159e-05
2835,196703,171.4277,1.571148e-05
2836,27730,171.4252,1.571125e-05
2837,381635,171.4188,1.571066e-05
2838,242504,171.4187,1.571066e-05
2839,406679,171.4031,1.570923e-05
2840,662708,171.3881,1.570785e-05
2841,344981,171.3833,1.570741e-05
2842,714199,171.3711,1.57063e-05
2843,642228,171.367,1.570592e-05
2844,19948,171.3653,1.570576e-05
2845,436111,171.3619,1.570545e-05
2846,770998,171.3591,1.57052e-05
2847,757367,171.3486,1.570424e-05
2848,222596,171.3461,1.570401e-05
2849,742711,171.3458,1.570398e-05
2850,608557,171.3393,1.570338e-05
2851,624747,171.3358,1.570306e-05
2852,157127,171.3316,1.570268e-05
2853,238998,171.3183,1.570146e-05
2854,564349,171.3154,1.570119e-05
2855,349196,171.2862,1.569852e-05
2856,400305,171.2844,1.569835e-05
2857,749388,171.2713,1.569715e-05
2858,705062,171.2391,1.56942e-05
2859,683786,171.2172,1.569219e-05
2860,823906,171.217,1.569217e-05
2861,416129,171.2163,1.569211e-05
2862,453706,171.2129,1.56918e-05
2863,710529,171.2103,1.569156e-05
2864,211680,171.196,1.569025e-05
2865,105145,171.1844,1.568919e-05
2866,180010,171.1405,1.568516e-05
2867,184516,171.1345,1.568461e-05
2868,628528,171.1279,1.568401e-05
2869,209924,171.127,1.568392e-05
2870,420176,171.1078,1.568216e-05
2871,382525,171.1064,1.568204e-05
2872,844247,171.1021,1.568164e-05
2873,646436,171.1005,1.56815e-05
2874,398351,171.0916,1.568068e-05
2875,43927,171.0903,1.568056e-05
2876,843339,171.0901,1.568054e-05
2877,232943,171.0883,1.568038e-05
2878,569683,171.077,1.567934e-05
2879,688199,171.0696,1.567866e-05
2880,682305,171.063,1.567806e-05
2881,202061,171.0565,1.567747e-05
2882,365055,171.0404,1.567598e-05
2883,649513,171.034,1.56754e-05
2884,639542,171.0164,1.567378e-05
2885,763919,171.0136,1.567353e-05
2886,700801,170.999,1.567219e-05
2887,509493,170.9869,1.567108e-05
2888,677643,170.9854,1.567094e-05
2889,73399,170.9841,1.567082e-05
2890,529525,170.978,1.567027e-05
2891,465056,170.9591,1.566854e-05
2892,830048,170.9578,1.566841e-05
2893,519484,170.9333,1.566617e-05
2894,428895,170.9279,1.566568e-05
2895,516398,170.893,1.566247e-05
2896,496408,170.8921,1.56624e-05
2897,519730,170.8531,1.565882e-05
2898,658768,170.8427,1.565787e-05
2899,323162,170.8258,1.565632e-05
2900,122987,170.817,1.565551e-05
2901,542663,170.8066,1.565455e-05
2902,331778,170.7904,1.565307e-05
2903,466110,170.76,1.565029e-05
2904,305851,170.7566,1.564998e-05
2905,122595,170.743,1.564873e-05
2906,364877,170.7348,1.564798e-05
2907,516766,170.7161,1.564627e-05
2908,404060,170.7135,1.564602e-05
2909,790340,170.7023,1.5645e-05
2910,748794,170.6897,1.564384e-05
2911,478421,170.6686,1.564191e-05
2912,140586,170.6635,1.564144e-05
2913,805606,170.6634,1.564143e-05
2914,494279,170.6624,1.564134e-05
2915,520615,170.6552,1.564068e-05
2916,107131,170.6494,1.564015e-05
2917,281449,170.6441,1.563966e-05
2918,714626,170.6402,1.563931e-05
2919,811290,170.6387,1.563917e-05
2920,173482,170.6263,1.563803e-05
2921,506710,170.6213,1.563757e-05
2922,227625,170.6208,1.563753e-05
2923,174108,170.6161,1.56371e-05
2924,93437,170.6075,1.563631e-05
2925,617792,170.6056,1.563614e-05
2926,524931,170.6044,1.563603e-05
2927,498112,170.5945,1.563512e-05
2928,693992,170.5909,1.563479e-05
2929,175996,170.5845,1.56342e-05
2930,504147,170.5818,1.563395e-05
2931,496132,170.5566,1.563165e-05
2932,791342,170.5559,1.563158e-05
2933,762647,170.5546,1.563146e-05
2934,516032,170.5395,1.563008e-05
2935,864426,170.5368,1.562983e-05
2936,18018,170.5293,1.562914e-05
2937,804356,170.526,1.562884e-05
2938,673756,170.4895,1.56255e-05
2939,795214,170.4894,1.562548e-05
2940,213181,170.4762,1.562427e-05
2941,312069,170.472,1.562389e-05
2942,154326,170.4688,1.56236e-05
2943,621633,170.4662,1.562336e-05
2944,640380,170.4534,1.562219e-05
2945,794492,170.4449,1.562141e-05
2946,259800,170.4337,1.562039e-05
2947,657663,170.4308,1.562012e-05
2948,713755,170.4272,1.561978e-05
2949,430121,170.427,1.561976e-05
2950,452088,170.4224,1.561935e-05
2951,511184,170.4109,1.561829e-05
2952,600094,170.4105,1.561826e-05
2953,481589,170.4009,1.561738e-05
2954,193242,170.3954,1.561687e-05
2955,686983,170.3839,1.561582e-05
2956,331912,170.3835,1.561578e-05
2957,411771,170.3798,1.561544e-05
2958,65527,170.3646,1.561405e-05
2959,845007,170.3324,1.56111e-05
2960,741945,170.327,1.56106e-05
2961,777677,170.3232,1.561025e-05
2962,82918,170.3211,1.561006e-05
2963,650559,170.3164,1.560963e-05
2964,538916,170.313,1.560932e-05
2965,322371,170.3114,1.560917e-05
2966,493973,170.3005,1.560818e-05
2967,787483,170.282,1.560648e-05
2968,207096,170.2764,1.560597e-05
2969,213277,170.2762,1.560595e-05
2970,311738,170.2755,1.560588e-05
2971,216882,170.2749,1.560582e-05
2972,483991,170.2725,1.560561e-05
2973,830023,170.2582,1.56043e-05
2974,778490,170.2481,1.560337e-05
2975,335489,170.245,1.560309e-05
2976,83452,170.2293,1.560165e-05
2977,768590,170.2285,1.560157e-05
2978,436087,170.1868,1.559775e-05
2979,371766,170.1792,1.559706e-05
2980,26756,170.1767,1.559682e-05
2981,21269,170.1745,1.559662e-05
2982,354990,170.1647,1.559573e-05
2983,194688,170.1646,1.559572e-05
2984,46338,170.1595,1.559525e-05
2985,483642,170.1581,1.559513e-05
2986,497150,170.1411,1.559356e-05
2987,211797,170.1361,1.559311e-05
2988,381511,170.1114,1.559084e-05
2989,659236,170.1096,1.559068e-05
2990,676144,170.0962,1.558945e-05
2991,449692,170.0954,1.558938e-05
2992,104028,170.0841,1.558834e-05
2993,704502,170.0838,1.558832e-05
2994,633640,170.0798,1.558794e-05
2995,638272,170.0633,1.558643e-05
2996,16351,170.0611,1.558623e-05
2997,300673,170.0603,1.558616e-05
2998,313400,170.054,1.558558e-05
2999,763508,170.0522,1.558542e-05
3000,478043,170.0419,1.558447e-05
3001,500793,170.041,1.558439e-05
3002,840041,170.04,1.55843e-05
3003,11218,170.0294,1.558333e-05
3004,259427,170.0293,1.558332e-05
3005,697525,170.0256,1.558298e-05
3006,13277,170.02,1.558247e-05
3007,627380,170.0169,1.558218e-05
3008,819473,170.0087,1.558143e-05
3009,155405,170.0031,1.558091e-05
